date,keyword,score
2024-09-26,黎真主党武装当天,0.11912434752828605
2024-09-26,黎真主党武装目标,0.11734751354883914
2024-09-26,黎巴嫩官方统计,0.09493308026766684
2024-09-26,黎巴嫩公共卫生部,0.09493284026766684
2024-09-26,巴以冲突,0.08064680129032259
2024-09-26,高领袖哈梅内伊,0.08064669129032259
2024-09-26,火箭弹发射装备,0.0806460812903226
2024-09-26,以色列目标,0.07270952838745968
2024-09-26,黎巴嫩境内,0.06242371024001375
2024-09-26,以色列国防军,0.06083637284405765
2024-09-26,国庆主题景观,0.051496758134222914
2024-09-26,中国结,0.041442145670746854
2024-09-26,中国红,0.041440365670746854
2024-09-26,新中国,0.04144018567074686
2024-09-26,花卉造型,0.03505807509489247
2024-09-26,花卉绿植,0.035056905094892475
2024-09-26,五星红旗,0.035056775094892474
2024-09-26,面红旗,0.035056655094892475
2024-09-26,大型花篮,0.03122809474937985
2024-09-26,安徽合肥,0.03122800474937985
2024-09-26,有制经济发展营造良好环境,0.06744195721540057
2024-09-26,经济社会发展目标任务,0.06692595345881364
2024-09-26,财政货币政策逆周期调节力度,0.05945735007996767
2024-09-26,经济大省挑大梁,0.05022600281153821
2024-09-26,经济运行总体,0.043784128439540576
2024-09-26,当前经济运行,0.04334342599192516
2024-09-26,民营经济促进法,0.04047193658945448
2024-09-26,当前经济形势,0.04046803658945448
2024-09-26,经济结构,0.039990366334343365
2024-09-26,经济韧性,0.037419601827312354
2024-09-26,中央广播事业局技术人员训练班,0.1521979326928711
2024-09-26,中央军委主席习近平,0.1030025833527366
2024-09-26,高素质新闻传播人才,0.10019393134408146
2024-09-26,宣传思想文化事业发展,0.09987962064796757
2024-09-26,宣传思想文化工作,0.09522132524654545
2024-09-26,新闻舆论工作需要,0.09235581968671917
2024-09-26,中国传媒大学建校,0.08056416763343403
2024-09-26,中国传媒大学,0.06643006205307389
2024-09-26,中共中央总书记,0.0659779191706782
2024-09-26,北京广播学院,0.06070308682955975
2024-09-26,高素质新闻传播人才,0.684931676849315
2024-09-26,台今天,0.273972612739726
2024-09-26,央视,0.020548045205479454
2024-09-26,民族交往交流交融计划,0.08045723196979156
2024-09-26,中华民族共同体概论,0.07837650718576648
2024-09-26,中华民族共同体建设,0.07837438718576648
2024-09-26,中华民族共同体意识,0.07837112718576648
2024-09-26,中华民族共同体,0.07477791888981561
2024-09-26,云南普洱民族团结园,0.07321744106504997
2024-09-26,民族交往交流交融,0.07236951620301868
2024-09-26,普洱民族团结誓词,0.06977306919964486
2024-09-26,中华民族伟大复兴,0.06937356235333401
2024-09-26,民族优秀文化,0.0651107456641622
2024-09-26,国务院副总理丁薛祥,0.1037174554471777
2024-09-26,国友好民意基础,0.09753602124792114
2024-09-26,战略合作伙伴关系,0.09245135674431443
2024-09-26,国领导人战略引领,0.09242286784981253
2024-09-26,治国理政经验交流,0.0772961259903382
2024-09-26,财政部长鲍德尔,0.07729487599033819
2024-09-26,中共中央政治局常委,0.07729468599033819
2024-09-26,尼泊尔副总理,0.0677483228456751
2024-09-26,国关系,0.06293751107403339
2024-09-26,大小国家平等,0.057971404492753634
2024-09-26,高会议参议院主席纳尔巴耶娃,0.16378265088875543
2024-09-26,中国人民政治协商会议,0.12536288755436317
2024-09-26,全国政协主席王沪宁,0.09182465410244582
2024-09-26,国元首重要共识,0.08052376359719303
2024-09-26,米尔济约耶夫总统,0.07789705675754625
2024-09-26,中国全国政协,0.07280447119220342
2024-09-26,国关系,0.06633280027812412
2024-09-26,领域合作成果,0.06426196625586114
2024-09-26,中乌关系行稳,0.06187998396971219
2024-09-26,习近平主席,0.05511477402974557
2024-09-26,国家文物局重点科研基地总数,0.09081264495768487
2024-09-26,文物科技,0.08202486551960603
2024-09-26,文物建筑修缮,0.07927629805919298
2024-09-26,文物安全状况,0.07927605805919298
2024-09-26,中国文明历史研究,0.07626572875039998
2024-09-26,全国文物普查,0.07115460153966043
2024-09-26,革命文物保护,0.07115451153966043
2024-09-26,文物建筑,0.07055549249924079
2024-09-26,夏商文明研究工程,0.07049679524113878
2024-09-26,系列主题新闻发布会,0.06870597824719475
2024-09-26,合作协议总贸易额,0.09906862339921442
2024-09-26,产业链供应链对接大会,0.09163856978235965
2024-09-26,成长型创新企业,0.08412016676967297
2024-09-26,东盟青年领军者,0.0755620223051299
2024-09-26,战略新兴专题,0.07556177442921484
2024-09-26,中日韩,0.07556164230512989
